session_id,round_id,timestamp_ms,letter_shown,button_pressed,correct_press,missed_opportunity,vibration_event,vibration_duration_ms,vibration_count,progress,score,time_left_ms,display_duration_ms,capacitive_touch
P009,4,1745441632111,B,1,1,0,1,333,5,TE,5,11983,750,164
P009,5,1745472367111,Z,1,1,0,1,390,1,TE,2,53233,750,198
P010,1,1745448582111,A,0,0,0,1,327,5,,4,29815,750,26
P010,2,1745491029111,T,1,0,1,1,159,2,,2,18621,750,43
P010,3,1745459863111,Z,0,0,0,0,0,0,,0,10626,750,69
P010,4,1745521529111,X,0,0,0,1,217,2,,3,23138,750,97
P010,5,1745485593111,O,1,1,0,0,0,1,TE,0,58607,750,149
P011,1,1745454075111,E,1,0,0,1,209,1,,1,30841,750,63
P011,2,1745498412111,Z,1,1,0,0,0,1,TE,0,46690,750,171
P011,3,1745454239111,Z,1,0,0,0,0,3,,3,59152,750,20
P011,4,1745477374111,E,1,1,0,0,0,1,TE,4,36054,750,159
P011,5,1745479107111,E,0,0,0,0,0,3,,1,8909,750,75
P012,1,1745506068111,A,1,1,0,0,0,3,TE,3,37898,750,183
P012,2,1745480585111,A,1,1,0,0,0,4,TE,4,36517,750,161
P012,3,1745463087111,A,1,1,0,1,205,0,TE,1,9760,750,136
P012,4,1745443830111,E,1,1,0,1,383,2,TE,5,56989,750,152
P012,5,1745446673111,E,1,1,0,0,0,5,TE,3,56960,750,115
P013,1,1745511984111,A,1,1,0,0,0,4,TE,2,55016,500,166
P013,2,1745486852111,B,0,0,0,0,0,3,,5,1000,500,43
P013,3,1745517196111,E,1,1,0,1,308,2,TE,0,25344,500,137
P013,4,1745510067111,O,1,1,0,1,422,1,TE,2,32114,500,153
P013,5,1745534574111,E,1,1,0,0,0,2,TE,2,20215,500,155
P014,1,1745509448111,Z,1,1,0,0,0,0,TE,2,24099,500,167
P014,2,1745539857111,Z,0,0,0,0,0,4,,4,42832,500,55
P014,3,1745532842111,O,1,1,0,1,198,3,TE,4,9638,500,147
P014,4,1745473763111,T,1,1,0,1,363,0,TE,2,48721,500,114
P014,5,1745464342111,B,1,1,0,1,453,4,TE,3,15909,500,142
P015,1,1745449111111,M,1,1,0,0,0,2,TE,4,49844,750,140
P015,2,1745494598111,A,1,0,0,0,0,2,,1,48439,750,59
P015,3,1745525190111,A,0,0,1,0,0,0,,1,48178,750,69
P015,4,1745458128111,M,1,0,0,0,0,2,,5,51496,750,43
P015,5,1745519142111,O,0,0,0,0,0,0,,0,14548,750,33
P016,1,1745533126111,O,1,1,0,1,119,3,TE,3,15946,750,193
P016,2,1745490405111,E,1,1,0,1,111,0,TE,4,15231,750,133
P016,3,1745485549111,O,1,0,1,1,219,3,,0,32476,750,56
P016,4,1745527523111,Z,1,1,0,1,274,2,TE,4,17427,750,174
P016,5,1745525541111,E,1,1,0,0,0,0,TE,4,44410,750,121
P017,1,1745481394111,Z,1,1,0,0,0,3,TE,3,5423,750,176
P017,2,1745454913111,B,1,1,0,1,413,0,TE,2,32232,750,154
P017,3,1745494898111,T,0,0,0,1,424,3,,4,34913,750,42
P017,4,1745508406111,B,1,1,0,0,0,5,TE,4,59703,750,189
P017,5,1745512257111,T,1,1,0,0,0,0,TE,1,54388,750,109
P018,1,1745502633111,T,1,1,0,1,208,1,TE,3,39352,500,156
P018,2,1745449714111,B,1,1,0,1,498,4,TE,2,33350,500,172
P018,3,1745461528111,O,1,1,0,0,0,0,TE,2,14230,500,117
P018,4,1745533942111,B,1,1,0,1,460,5,TE,4,40561,500,136
P018,5,1745538146111,E,1,1,0,1,214,1,TE,2,22585,500,160
P019,1,1745451220111,Z,1,1,0,1,222,1,TE,1,14949,500,133
P019,2,1745480059111,X,1,1,0,0,0,0,TE,3,42113,500,160
P019,3,1745464209111,Z,1,1,0,1,44,5,TE,5,47863,500,104
P019,4,1745443573111,B,1,1,0,0,0,1,TE,3,56359,500,122
P019,5,1745440636111,X,1,1,0,1,49,2,TE,1,5993,500,145
P020,1,1745517767111,M,1,1,0,1,85,4,TE,1,2297,500,144
P020,2,1745516578111,T,1,1,0,0,0,3,TE,1,4273,500,173
P020,3,1745474250111,T,1,1,0,0,0,2,TE,3,25883,500,152
P020,4,1745506467111,T,1,1,0,1,274,2,TE,5,27795,500,141
P020,5,1745524964111,M,1,1,0,0,0,2,TE,2,46663,500,144
P021,1,1745476174111,B,1,1,0,1,57,1,TE,4,21368,750,142
P021,2,1745469473111,B,1,1,0,0,0,3,TE,4,1577,750,143
P021,3,1745487283111,Z,1,1,0,0,0,5,TE,4,1136,750,145
P021,4,1745462198111,Z,1,1,0,1,128,5,TE,3,44310,750,193
P021,5,1745489437111,O,1,1,0,1,70,1,TE,4,46851,750,140
P022,1,1745460471111,M,1,1,0,0,0,2,TE,2,3622,750,186
P022,2,1745477487111,T,1,1,0,1,236,2,TE,3,26495,750,140
P022,3,1745474255111,O,1,1,0,1,96,0,TE,4,50215,750,162
P022,4,1745462905111,M,1,1,0,1,99,4,TE,0,55885,750,148
P022,5,1745482990111,X,1,1,0,1,403,2,TE,3,37379,750,158
P023,1,1745482460111,X,1,1,0,0,0,5,TE,5,34812,750,127
P023,2,1745461768111,O,1,1,0,1,106,3,TE,1,55101,750,151
P023,3,1745503756111,A,1,1,0,0,0,0,TE,0,469,750,165
P023,4,1745489929111,E,1,1,0,0,0,4,TE,2,57003,750,151
P023,5,1745466607111,E,0,0,0,1,103,0,,5,861,750,71
P024,1,1745467555111,T,1,1,0,1,207,0,TE,0,47564,750,159
P024,2,1745508347111,Z,1,1,0,1,367,4,TE,1,40558,750,181
P024,3,1745490897111,X,1,1,0,0,0,2,TE,0,47424,750,132
P024,4,1745448180111,Z,0,0,0,0,0,0,,4,58061,750,44
P024,5,1745512481111,T,1,1,0,0,0,1,TE,2,19529,750,143
P025,1,1745449630111,T,1,1,0,0,0,2,TE,4,45694,750,142
P025,2,1745538377111,M,1,1,0,0,0,1,TE,1,44864,750,150
P025,3,1745529318111,E,1,1,0,0,0,1,TE,3,8454,750,165
P025,4,1745531350111,T,0,0,0,1,32,2,,3,25478,750,57
P025,5,1745500704111,B,1,0,0,0,0,3,,5,31840,750,74
P026,1,1745528626111,A,1,1,0,0,0,3,TE,3,41919,500,143
P026,2,1745443570111,T,1,1,0,1,178,5,TE,5,35940,500,134
P026,3,1745524191111,M,1,1,0,1,475,4,TE,4,44408,500,186
P026,4,1745488399111,O,1,1,0,1,208,3,TE,0,10529,500,157
P026,5,1745508485111,A,1,1,0,0,0,2,TE,2,58673,500,177
P027,1,1745482588111,O,1,1,0,1,195,4,TE,1,38329,750,142
P027,2,1745466598111,T,1,1,0,1,146,3,TE,5,50260,750,139
P027,3,1745517083111,E,1,1,0,0,0,3,TE,4,6315,750,139
P027,4,1745457937111,Z,1,1,0,0,0,5,TE,2,41853,750,150
P027,5,1745463691111,M,1,1,0,0,0,2,TE,0,8952,750,166
P028,1,1745498817111,M,1,1,0,0,0,4,TE,0,54551,500,150
P028,2,1745479613111,B,1,1,0,0,0,0,TE,4,4036,500,157
P028,3,1745520172111,A,1,1,0,0,0,5,TE,4,49823,500,143
P028,4,1745515299111,B,1,1,0,0,0,2,TE,2,4720,500,127
P028,5,1745485873111,O,1,1,0,1,69,0,TE,2,1779,500,157
P029,1,1745533144111,T,1,0,0,1,310,1,,0,58589,1000,40
P029,2,1745498301111,O,0,0,0,1,156,1,,5,30053,1000,61
P029,3,1745448886111,Z,1,1,0,1,455,0,TE,2,16616,1000,172
P029,4,1745529663111,Z,0,0,0,0,0,0,,0,6612,1000,75
P029,5,1745499602111,T,0,0,1,0,0,0,,2,45420,1000,37
P030,1,1745440672111,O,1,1,0,1,181,4,TE,1,13547,750,165
P030,2,1745444931111,A,0,0,1,1,268,0,,3,30412,750,14
P030,3,1745510123111,T,1,1,0,1,302,1,TE,0,1106,750,147
P030,4,1745532050111,E,1,1,0,0,0,3,TE,2,44572,750,122
P030,5,1745443891111,Z,1,1,0,1,405,2,TE,3,1173,750,140
P031,1,1745480908111,X,1,1,0,0,0,4,TE,0,19123,500,150
P031,2,1745448672111,M,1,0,0,1,198,4,,0,25741,500,70
P031,3,1745456732111,Z,1,1,0,1,290,3,TE,4,1879,500,152
P031,4,1745517711111,T,1,1,0,1,40,2,TE,2,27191,500,144
P031,5,1745482230111,M,1,1,0,1,321,3,TE,4,32334,500,145
P032,1,1745446272111,Z,1,1,0,0,0,3,TE,3,3254,750,115
P032,2,1745446642111,O,1,1,0,1,289,3,TE,0,46550,750,160
P032,3,1745518745111,T,1,1,0,0,0,0,TE,1,59665,750,130
P032,4,1745520740111,M,1,0,0,0,0,2,,5,918,750,77
P032,5,1745499712111,T,1,1,0,1,308,1,TE,5,27437,750,123
P033,1,1745500790111,O,1,1,0,1,31,4,TE,4,50708,750,172
P033,2,1745453260111,E,1,1,0,1,337,0,TE,4,9154,750,189
P033,3,1745477538111,A,1,1,0,1,382,4,TE,1,21202,750,130
P033,4,1745538519111,E,1,1,0,0,0,5,TE,4,47539,750,141
P033,5,1745442661111,A,1,1,0,1,210,2,TE,4,17480,750,151
P034,1,1745484658111,E,1,1,0,1,82,5,TE,2,42524,500,167
P034,2,1745517508111,A,1,1,0,0,0,1,TE,4,4936,500,172
P034,3,1745470311111,E,1,0,0,1,79,4,,0,38467,500,12
P034,4,1745493629111,M,1,1,0,1,44,0,TE,0,29883,500,142
P034,5,1745464633111,O,1,1,0,0,0,5,TE,4,52152,500,130
P035,1,1745485805111,Z,1,1,0,1,387,1,TE,2,51116,750,162
P035,2,1745459728111,M,1,0,0,1,75,2,,2,53330,750,9
P035,3,1745482883111,Z,1,1,0,0,0,1,TE,3,4527,750,188
P035,4,1745493835111,A,1,1,0,0,0,0,TE,0,13070,750,131
P035,5,1745530025111,X,1,1,0,0,0,3,TE,3,17286,750,165
P036,1,1745502013111,A,0,0,0,0,0,4,,1,11079,1000,48
P036,2,1745501959111,A,1,0,0,1,405,2,,1,3871,1000,43
P036,3,1745474110111,B,1,1,0,0,0,4,TE,0,57497,1000,121
P036,4,1745475917111,E,0,0,0,1,102,5,,3,15949,1000,40
P036,5,1745474636111,O,1,0,0,0,0,2,,0,50529,1000,54
P037,1,1745474794111,A,1,1,0,0,0,0,TE,4,13948,500,176
P037,2,1745480534111,E,1,1,0,1,394,3,TE,4,11672,500,160
P037,3,1745441512111,M,1,1,0,1,419,4,TE,0,51166,500,117
P037,4,1745487015111,B,1,1,0,1,258,1,TE,5,36396,500,179
P037,5,1745462199111,A,1,1,0,1,194,5,TE,3,41940,500,161
P038,1,1745537784111,B,1,1,0,0,0,5,TE,1,25169,750,151
P038,2,1745536551111,E,1,1,0,0,0,0,TE,0,3199,750,133
P038,3,1745510295111,T,1,1,0,1,459,4,TE,0,47184,750,148
P038,4,1745443532111,M,1,1,0,0,0,5,TE,2,32852,750,138
P038,5,1745498941111,E,1,1,0,0,0,1,TE,0,7290,750,154
P039,1,1745454792111,X,1,1,0,0,0,2,TE,0,36294,750,153
P039,2,1745479730111,M,1,0,0,1,439,5,,0,51006,750,49
P039,3,1745445306111,E,1,1,0,0,0,0,TE,5,5203,750,150
P039,4,1745473277111,E,0,0,0,0,0,2,,2,6859,750,23
P039,5,1745505783111,B,1,0,0,0,0,1,,2,28310,750,50
P040,1,1745497124111,M,1,1,0,1,482,3,TE,4,12966,750,170
P040,2,1745458587111,B,1,1,0,0,0,1,TE,0,50691,750,144
P040,3,1745488303111,T,1,1,0,1,9,2,TE,5,42895,750,175
P040,4,1745458803111,T,1,0,0,1,257,5,,0,39601,750,54
P040,5,1745507168111,M,1,0,0,0,0,0,,0,18118,750,36
P041,1,1745454614111,Z,1,1,0,1,167,1,TE,0,45213,750,138
P041,2,1745478092111,M,1,1,0,0,0,3,TE,1,55808,750,148
P041,3,1745516527111,E,0,0,0,0,0,5,,5,27342,750,38
P041,4,1745511091111,T,1,1,0,1,381,1,TE,2,51298,750,145
P041,5,1745444779111,T,1,1,0,1,102,1,TE,0,42183,750,140
P042,1,1745519942111,A,1,1,0,1,351,5,TE,5,39306,750,152
P042,2,1745464827111,E,1,1,0,0,0,2,TE,1,53650,750,165
P042,3,1745514830111,B,1,1,0,0,0,5,TE,0,1490,750,159
P042,4,1745494328111,Z,1,1,0,0,0,4,TE,4,51616,750,150
P042,5,1745495079111,B,1,1,0,0,0,1,TE,4,45734,750,168
P043,1,1745510381111,A,1,1,0,1,401,0,TE,0,37743,500,141
P043,2,1745470820111,M,1,1,0,0,0,0,TE,3,25615,500,136
P043,3,1745480401111,B,0,0,0,0,0,5,,0,12295,500,53
P043,4,1745463288111,O,1,1,0,0,0,2,TE,5,45128,500,137
P043,5,1745520867111,T,1,1,0,0,0,1,TE,5,52513,500,158
P044,1,1745465079111,E,1,1,0,1,330,3,TE,0,58679,500,166
P044,2,1745473013111,E,1,1,0,1,37,3,TE,2,38636,500,168
P044,3,1745445047111,E,1,1,0,1,475,3,TE,3,54535,500,168
P044,4,1745475276111,E,1,1,0,1,457,1,TE,1,4195,500,153
P044,5,1745485764111,E,1,1,0,1,131,4,TE,0,25685,500,184
P045,1,1745521467111,O,1,1,0,0,0,1,TE,0,34993,750,154
P045,2,1745475457111,E,1,0,0,0,0,4,,5,53829,750,49
P045,3,1745455772111,B,1,1,0,1,478,5,TE,3,55451,750,164
P045,4,1745530316111,X,1,1,0,0,0,2,TE,0,58973,750,113
P045,5,1745507558111,E,1,1,0,1,425,4,TE,0,12169,750,154
P046,1,1745490712111,T,0,0,0,1,115,0,,1,10854,1000,73
P046,2,1745447654111,T,1,1,0,1,182,3,TE,2,26417,1000,176
P046,3,1745531424111,A,1,1,0,0,0,3,TE,5,17169,1000,140
P046,4,1745501205111,T,1,0,0,0,0,1,,5,34517,1000,40
P046,5,1745501825111,X,0,0,0,0,0,2,,4,16617,1000,38
P047,1,1745464147111,E,1,1,0,1,70,1,TE,1,13704,750,207
P047,2,1745502205111,M,1,1,0,0,0,4,TE,2,21689,750,154
P047,3,1745462820111,T,1,0,0,0,0,4,,2,44628,750,42
P047,4,1745492661111,M,1,1,0,0,0,3,TE,1,59589,750,156
P047,5,1745508270111,B,0,0,0,1,343,5,,2,41765,750,71
P048,1,1745457909111,E,1,1,0,0,0,0,TE,4,43166,750,181
P048,2,1745503621111,T,0,0,0,0,0,3,,2,48495,750,67
P048,3,1745454587111,T,1,0,0,1,165,5,,3,37356,750,44
P048,4,1745460285111,B,1,1,0,0,0,2,TE,2,42404,750,166
P048,5,1745468739111,A,1,1,0,0,0,4,TE,4,1536,750,102
P049,1,1745509057111,A,1,1,0,0,0,5,TE,3,12836,500,112
P049,2,1745481615111,B,1,1,0,1,365,4,TE,2,13650,500,130
P049,3,1745517829111,X,1,1,0,1,267,1,TE,2,437,500,161
P049,4,1745481645111,M,1,1,0,1,70,2,TE,2,50604,500,192
P049,5,1745497715111,T,1,1,0,0,0,4,TE,2,57593,500,168
P050,1,1745458861111,O,1,1,0,0,0,2,TE,4,1955,750,160
P050,2,1745442550111,B,1,1,0,1,342,3,TE,0,15379,750,172
P050,3,1745530611111,O,1,1,0,0,0,3,TE,5,33436,750,153
P050,4,1745477443111,A,1,1,0,1,481,1,TE,3,27111,750,138
P050,5,1745533328111,A,1,1,0,1,48,4,TE,1,32297,750,189
P051,1,1745487760111,X,1,1,0,1,211,3,TE,1,26398,750,146
P051,2,1745524554111,Z,1,1,0,0,0,3,TE,2,31233,750,141
P051,3,1745503046111,Z,1,1,0,0,0,4,TE,4,601,750,149
P051,4,1745490820111,B,1,1,0,0,0,4,TE,1,27737,750,133
P051,5,1745450472111,B,1,1,0,0,0,4,TE,0,28514,750,166
P052,1,1745480917111,X,1,1,0,1,235,1,TE,1,12143,500,157
P052,2,1745455384111,O,1,1,0,1,305,1,TE,4,4801,500,167
P052,3,1745493536111,E,1,1,0,0,0,4,TE,5,20629,500,167
P052,4,1745468753111,A,1,1,0,0,0,1,TE,5,28750,500,111
P052,5,1745482646111,T,1,1,0,1,221,3,TE,2,18901,500,172
P053,1,1745444368111,T,1,1,0,0,0,0,TE,5,20725,750,134
P053,2,1745539578111,T,1,0,0,0,0,1,,4,52727,750,95
P053,3,1745508419111,X,1,0,0,1,4,4,,5,44621,750,44
P053,4,1745470110111,X,1,1,0,0,0,5,TE,4,2825,750,186
P053,5,1745525579111,T,1,1,0,1,172,0,TE,1,15525,750,134
P054,1,1745524731111,B,1,1,0,1,253,5,TE,1,56251,750,145
P054,2,1745489191111,O,1,1,0,1,120,5,TE,4,10949,750,142
P054,3,1745449021111,M,1,1,0,0,0,0,TE,5,40846,750,146
P054,4,1745472804111,X,0,0,0,0,0,4,,2,36774,750,47
P054,5,1745519198111,M,1,1,0,1,133,2,TE,3,31140,750,149
P055,1,1745489355111,T,0,0,0,1,110,1,,1,47769,1000,59
P055,2,1745452676111,O,0,0,0,0,0,0,,3,16712,1000,46
P055,3,1745466981111,X,1,1,0,1,110,2,TE,3,15904,1000,166
P055,4,1745444494111,E,1,1,0,0,0,3,TE,2,19625,1000,121
P055,5,1745501014111,X,1,0,0,1,87,4,,0,58914,1000,10
P056,1,1745513618111,E,1,1,0,0,0,5,TE,4,24991,750,148
P056,2,1745536474111,B,1,1,0,1,448,3,TE,4,6845,750,164
P056,3,1745445777111,B,1,0,0,1,57,1,,5,32551,750,57
P056,4,1745519515111,B,1,0,0,1,77,4,,4,57991,750,40
P056,5,1745475571111,A,0,0,0,1,95,5,,4,50492,750,56
P057,1,1745500712111,A,1,1,0,1,120,5,TE,1,39316,750,154
P057,2,1745527448111,A,1,1,0,0,0,4,TE,4,46847,750,141
P057,3,1745517338111,X,1,1,0,0,0,5,TE,1,1376,750,163
P057,4,1745531135111,E,1,1,0,1,290,5,TE,5,38490,750,162
P057,5,1745496234111,O,1,0,0,1,387,1,,1,59229,750,69
P058,1,1745538321111,X,1,1,0,1,374,1,TE,2,50687,500,158
P058,2,1745517574111,O,1,1,0,0,0,3,TE,3,33406,500,112
P058,3,1745475511111,E,1,0,1,1,3,0,,0,56477,500,66
P058,4,1745477441111,E,1,1,0,0,0,1,TE,4,59426,500,151
P058,5,1745501325111,Z,1,1,0,1,154,1,TE,0,32532,500,139
P059,1,1745466990111,B,1,1,0,1,67,5,TE,5,57643,750,184
P059,2,1745525519111,O,1,1,0,1,232,0,TE,4,55343,750,123
P059,3,1745489930111,T,1,1,0,1,370,3,TE,2,26664,750,129
P059,4,1745485949111,M,1,1,0,1,285,5,TE,1,52095,750,159
P059,5,1745495240111,X,1,1,0,0,0,3,TE,2,16552,750,144
P060,1,1745538781111,T,1,0,0,0,0,0,,3,6161,750,39
P060,2,1745537783111,E,1,1,0,0,0,3,TE,4,43434,750,154
P060,3,1745515197111,X,0,0,1,0,0,2,,3,344,750,86
P060,4,1745500526111,O,1,1,0,1,140,3,TE,3,36856,750,153
P060,5,1745498572111,Z,1,0,0,0,0,4,,2,47104,750,56
P061,1,1745486810111,X,1,0,0,1,31,4,,5,23331,500,44
P061,2,1745533514111,T,1,1,0,1,428,5,TE,5,19233,500,136
P061,3,1745495427111,X,1,1,0,0,0,0,TE,5,56893,500,153
P061,4,1745468358111,X,1,1,0,1,270,5,TE,3,33848,500,143
P061,5,1745484032111,T,1,1,0,1,343,4,TE,5,53660,500,147
P062,1,1745453134111,O,1,1,0,1,287,2,TE,2,45895,500,127
P062,2,1745528804111,E,1,1,0,1,437,2,TE,2,34195,500,122
P062,3,1745533823111,M,1,1,0,1,403,3,TE,2,25065,500,162
P062,4,1745447730111,T,1,1,0,1,361,2,TE,4,42511,500,133
P062,5,1745506179111,O,1,1,0,1,263,2,TE,5,10283,500,160
P063,1,1745446956111,X,1,0,0,0,0,5,,3,58493,750,45
P063,2,1745515516111,E,1,1,0,1,425,2,TE,5,47226,750,143
P063,3,1745461508111,T,1,1,0,1,20,0,TE,2,49452,750,166
P063,4,1745479553111,E,1,1,0,0,0,5,TE,3,9747,750,151
P063,5,1745474190111,X,1,1,0,0,0,0,TE,2,26380,750,128
P064,1,1745535673111,O,1,1,0,1,72,2,TE,3,21123,750,150
P064,2,1745506252111,T,1,0,0,0,0,0,,1,49434,750,44
P064,3,1745467466111,X,1,1,0,0,0,3,TE,2,48260,750,165
P064,4,1745530787111,T,1,1,0,0,0,0,TE,4,14109,750,159
P064,5,1745463405111,T,1,0,0,1,53,0,,1,10910,750,84
P065,1,1745528758111,B,1,1,0,1,420,3,TE,3,37103,750,160
P065,2,1745536868111,B,1,1,0,1,315,2,TE,2,57508,750,131
P065,3,1745530523111,Z,1,0,0,1,229,5,,2,18049,750,76
P065,4,1745481835111,B,1,1,0,1,114,4,TE,1,17615,750,134
P065,5,1745490693111,O,0,0,0,0,0,2,,0,1499,750,78
P066,1,1745479993111,O,1,1,0,1,161,0,TE,4,6179,750,140
P066,2,1745500600111,A,1,1,0,0,0,3,TE,2,49983,750,124
P066,3,1745510369111,Z,1,0,0,1,111,3,,1,5590,750,63
P066,4,1745452777111,E,1,1,0,0,0,2,TE,1,55510,750,144
P066,5,1745500670111,T,1,1,0,0,0,3,TE,2,37102,750,154
P067,1,1745483742111,T,0,0,0,0,0,2,,4,41224,750,38
P067,2,1745526007111,Z,1,1,0,0,0,2,TE,0,53916,750,125
P067,3,1745506217111,M,1,1,0,1,470,4,TE,4,50309,750,169
P067,4,1745457191111,X,1,1,0,0,0,4,TE,3,44886,750,131
P067,5,1745531504111,Z,1,1,0,1,97,0,TE,2,33590,750,128
P068,1,1745505234111,O,0,0,0,0,0,0,,1,27167,750,79
P068,2,1745447214111,T,1,1,0,0,0,1,TE,1,54646,750,127
P068,3,1745501025111,X,0,0,0,1,31,4,,5,34425,750,56
P068,4,1745532706111,B,1,1,0,0,0,1,TE,1,58466,750,167
P068,5,1745463554111,O,1,1,0,1,274,0,TE,0,50325,750,167
P069,1,1745479839111,O,1,1,0,0,0,2,TE,3,20728,750,168
P069,2,1745496847111,B,0,0,0,1,196,5,,2,34409,750,35
P069,3,1745521152111,A,0,0,0,0,0,4,,3,29626,750,51
P069,4,1745476742111,E,1,0,0,1,470,2,,1,44013,750,39
P069,5,1745456793111,X,1,1,0,1,432,0,TE,5,20583,750,131
P070,1,1745455687111,O,1,1,0,1,103,4,TE,3,54270,500,157
P070,2,1745513441111,X,1,1,0,1,325,4,TE,0,8951,500,151
P070,3,1745535991111,M,1,0,0,1,463,1,,0,17540,500,72
P070,4,1745518802111,Z,0,0,0,0,0,5,,0,14246,500,52
P070,5,1745518383111,A,1,1,0,0,0,1,TE,1,44162,500,147
P071,1,1745534953111,O,1,1,0,1,434,4,TE,5,21634,1000,150
P071,2,1745491626111,E,0,0,0,0,0,3,,0,5311,1000,44
P071,3,1745465317111,Z,0,0,0,1,79,2,,3,54691,1000,62
P071,4,1745529319111,Z,1,0,0,1,261,5,,2,41526,1000,13
P071,5,1745464857111,O,1,1,0,0,0,5,TE,2,54596,1000,133
P072,1,1745493593111,M,1,0,0,0,0,5,,2,54063,750,30
P072,2,1745512873111,Z,1,1,0,1,103,1,TE,1,3595,750,149
P072,3,1745473829111,Z,1,0,0,1,28,3,,1,8527,750,19
P072,4,1745502753111,X,1,0,0,1,32,5,,4,39227,750,56
P072,5,1745480431111,T,1,1,0,0,0,5,TE,5,52982,750,119
P073,1,1745483515111,E,1,1,0,0,0,2,TE,4,41688,750,172
P073,2,1745515978111,M,1,1,0,1,15,5,TE,0,31888,750,168
P073,3,1745475797111,E,1,1,0,1,448,3,TE,0,49861,750,166
P073,4,1745467372111,B,1,1,0,0,0,0,TE,0,42323,750,145
P073,5,1745456955111,A,1,1,0,0,0,1,TE,1,39570,750,157
P074,1,1745515736111,A,1,1,0,1,281,1,TE,4,21667,750,151
P074,2,1745523483111,O,0,0,0,0,0,1,,3,15059,750,59
P074,3,1745454732111,O,1,0,0,0,0,2,,4,26263,750,15
P074,4,1745516899111,E,1,0,0,0,0,1,,1,58152,750,66
P074,5,1745468937111,E,1,1,0,1,112,0,TE,3,13733,750,148
P075,1,1745538625111,O,1,1,0,1,416,5,TE,1,42959,500,163
P075,2,1745536505111,M,1,0,0,1,338,1,,0,37876,500,44
P075,3,1745504609111,X,0,0,1,1,158,3,,2,19612,500,74
P075,4,1745519561111,Z,1,1,0,0,0,0,TE,2,16234,500,153
P075,5,1745518580111,E,1,1,0,0,0,5,TE,1,59992,500,149
P076,1,1745534288111,B,1,1,0,0,0,1,TE,2,28719,750,128
P076,2,1745459035111,Z,1,1,0,0,0,0,TE,1,14274,750,155
